Tên hoạt chất,tên khác,tên biệt dược,thành phần,dược lực,dược động học,tác dụng,chỉ định,chống chỉ định,thận trọng lúc dùng,liều lượng - cách dùng,tương tác thuốc,tác dụng ngoại ý (tác dụng phụ),quá liều,bảo quản,bao che - đóng gói,Nguồn URL
Carbinoxamine,Carbinoxamin,,Carbinoxamine maleate,,"Thuốc có sinh khả dụng trung bình, nhưng có thể chuyển hóa mạnh mẽ và cho ra nhiều sản phẩm chuyển hóa khác nhau, vì vậy lượng hoạt chất không bị chuyển hóa chỉ chiếm một tỷ lệ nhỏ trong nước tiểu. Thời gian bán thải thay đổi thường là kéo dài, nên thường dùng liều duy nhất mỗi ngày. Có khả năng hòa tan chất béo nên tỷ lệ phân bố cao. Có nguy cơ tích lũy các thuốc kháng histamin ở bệnh nhân suy gan, suy thận","Carbinoxamin là thuốc kháng histamin dùng đường toàn thân. Carbinoxamine kháng histamin H1 có cấu trúc ethanolamine, có các đặc tính: - Ức chế adrenalin ngoại biên, có thể ảnh hưởng đến huyết động ( có nguy cơ gây hạ huyết áp toàn thân) - Có tác dụng an thần ở liều thông thường, do tác động kháng histamon và ức chế adrenalin ở trung ương. - Các thuốc kháng histamin do tính đối vận cạnh tranh có thể phục hồi, có đặc tính chung là đối kháng với tác động của histamin, nhất là trên da, mạch máu, niêm mạc ở kết mạc, mũi, phế quản và ruột","Điều trị các triệu chứng với các biểu hiện dị ứng như: Viêm mũi ( theo mùa hoặc quanh năm), viêm kết mạc, mề đay",Quá mẫn với thành phần của thuốc - Bệnh nhân có nguy cơ mắc bệnh Glaucoma góc đóng - Bệnh nhân có nguy cơ bí tiểu hoặc rối loạn niệu đạo tiền liệt tuyến - Trẻ em dưới 6 tuổi,"Có thai và cho con bú - Bệnh nhân suy gan, suy thận - Bệnh nhân huyết áp thấp - Người vận hành máy móc, tàu xe","Người lớn : 3- 6 viên/ ngày chia nhiều lần Trẻ em trên 6 tuổi : 2-3 viên/ ngày, chia nhiều lần Nên ưu tiên phân bố liều cho buổi chiều tối do thuốc có tác dụng an thần","Không nên phối hợp với: - Alcohol: rượu làm tăng tác động an thần của thuốc kháng histamin H1 - Atropin và dẫn xuất atropinic : thuốc chống trầm cảm nhóm imipramin, thuốc chống parkinson tác động kháng cholinergic, thuốc chống co thắt nhóm atropin, disopyramide, thuốc an thần kinh nhóm phenothiazin: làm tăng tác dụng phụ của thuốc","Ngủ gà - Kho niêm mạc, rối loạn điều tiết mắt, giãn đồng tử - Táo bón, bí tiểu, ngưng tiết sữa - Đánh trống ngực - Hạ huyết áp tư thế - Rối loạn thăng bằng, chóng mặt - Giảm trí nhớ, giảm tập trung, mất phối hợp vận động: run, lú lẫn, ảo giác. - Phản ứng quá mẫn: ban đỏ, chàm, ban xuất huyết , nổi mề đay, phù, sốc phản vệ - Thay đổi huyết học: giảm bạch cầu, giảm bạch cầu đa nhân trung tính , giảm tiểu cầu","Triệu chứng: co giật (nhất là ở trẻ em và nhũ nhi), rối loạn nhận thức, hôn mê. Điều trị: điều trị triệu chứng do thầy thuốc chuyên khoa",,Viên nén,https://thuocbietduoc.com.vn/thuoc-goc-2172/carbinoxamine.aspx
Clonazepam,,Antaspan; Rivotril,Clonazepam,"Clonazepam có khả năng ức chế qua trung gian của chất ức chế GABA ở hậu khớp thần kinh. Các số liệu nghiên cứu trên động vật và khảo sát trên điện não đồ ở người cho thấy, clonazepam nhanh chóng làm giảm nhiều loại hoạt động kịch phát của sóng điện não bao gồm sự phóng thích các đỉnh và sóng khi có động kinh (cơn nhỏ);, sóng đỉnh thấp, sóng đỉnh lan tỏa, các đỉnh thái dương hay các vị trí khác cũng như các sóng và đỉnh bất thường. Các bất thường toàn thể của điện não đồ được làm giảm thường hơn so với những bất thường cục bộ. Theo các kết quả tìm thấy này, clonazepam sẽ gây ảnh hưởng thuận lợi trên các chứng động kinh cục bộ cũng như trên các chứng động kinh toàn thể nguyên phát","Hấp thu Clonazepam được hấp thu nhanh chóng và hoàn toàn sau khi uống. Nồng độ đỉnh trong huyết tương đạt được trong vòng 1 – 4 giờ, sinh khả dụng đạt 90% sau khi uống. Sau khi tiêm bắp thuốc Clonazepam, nồng độ clonazepam đạt đỉnh sau 3 giờ và sinh khả dụng đạt 93%. Nồng độ trong huyết tương của clonazépam đạt tác dụng tối ưu là ở giữa 20 và 70 ng/ml (trung bình là 55 ng/ml). Phân bố Thế tích phân phối trung bình của hoạt chất clonazepam trong thuốc Rivotril đạt khoảng 3 lít/ kg. Thuốc có khả năng gắn kết với 85% protein huyết tương. Clonazepam được có thể bài tiết qua sữa mẹ thông qua nhau thai. Chuyển hóa clonazepam chuyển hóa sinh học bao gồm sự khử và hydroxyl hóa oxy của nhóm 7-nitro, với sự hình thành hợp chất 7-amino hay 7-acétylamino, chất này sau đó có thể liên hợp. Chất chuyển hóa chính là 7-amino-clonazepam, chỉ có tác dụng chống co giật nhẹ. Bốn chất chuyển hóa khác hiện diện với một tỷ lệ rất nhỏ cũng đã được nhận diện. Đào thải Thời gian bán hủy đào thải của thuốc kéo dài trong khoảng 20 và 60 giờ (trung bình 30 giờ). Trong vòng 4-10 ngày, 50-70% tổng số hoạt tính phóng xạ của liều uống clonazepam được đánh dấu phóng xạ được đào thải trong nước tiểu và 10-30% được tìm thấy trong phân hầu hết dưới dạng tự do hay dạng chất chuyển hóa liên hợp. Dưới 0,5% xuất hiện dưới dạng clonazepam không đổi trong nước tiểu","Clonazepam thuộc nhóm benzodiazepine, có đặc tính chống co giật, an thần, giãn cơ và giải lo âu. Thuốc có tác dụng cải thiện tình trạng mất cân bằng các chất dẫn truyền thần kinh","Clonazepam được sử dụng để điều trị một số thể động kinh, bao gồm cơn vắng ý thức hoặc hội chứng Lennox-Gastaut, hoặc các rối loạn hoảng sợ và lo âu ở người lớn và trẻ em",,"Khi ó thai, dự định mang thai hoặc đang cho con bú: Vẫn chưa có đầy đủ nghiên cứu về độ an toàn của thuốc Rivotril khi sử dụng cho nhóm đối tượng này. Do đó, trước khi sử dụng cần cân nhắc giữa lợi ích và nguy cơ. - Trẻ em < 12 tuổi - Bệnh nhân bị mất điều hòa vận động tủy sống hay tiểu não. - Bệnh nhân có tiền sử nghiện rượu hay ma túy. - Bệnh nhân có tổn thương gan nặng (như xơ gan). - Bệnh nhân đang có bệnh đường hô hấp (như bệnh phổi tắc nghẽn mãn tính) hay bệnh gan và trên những bệnh nhân đang điều trị với những thuốc tác động lên trung ương hay những thuốc chống co giật (chống động kinh)","Người lớn mắc hội chứng hoảng sợ - lo âu: Liều ban đầu: Uống 0,25 mg/ ngày x 2 lần/ ngày. Liều duy trì: Uống 1 mg/ ngày x 1 lần/ ngày. Không dùng quá 4 mg/ ngày",,"Một số tác dụng phụ bạn có thể gặp phải khi sử dụng thuốc bao gồm: - Mệt mỏi, buồn ngủ; - Mất trương lực cơ, yếu cơ; - Chóng mặt, choáng váng; - Mất điều hòa, phản ứng chậm; - Kém tập trung, lú lẫn; - Kích động, kích thích, thái độ hung hăng, bồn chồn, sợ sệt; - Lo âu, rối loạn giấc ngủ, ác mộng; - Mề đay, ngứa ngáy, nổi ban; - Rụng tóc; - Buồn nôn, đau thượng vị; - Nhức đầu; - Giảm tiểu cầu; - Giảm tình dục, bất lực và tiểu không kiềm chế - Dậy thì sớm ở trẻ em - Nói chậm hay nói lắp, giảm điều hòa các cử động và đi lảo đảo và các rối loạn thị lực. Đây không phải là tất cả các tác dụng phụ của thuốc , không phải ai cũng có biểu hiện các triệu chứng như trên. Bạn nên thông báo ngay cho bác sỹ hoặc dược sỹ khi gặp phải các triệu chứng bất thường",,,"Viên nén, thuốc nhỏ giọt, thuốc tiêm",https://thuocbietduoc.com.vn/thuoc-goc-2171/clonazepam.aspx
Triclabendazole,Triclabendazol,,Triclabendazol,"Triclabendazol, dẫn xuất của benzimidazol, là một thuốc diệt giun sán có hoạt tính đã được chứng minh chống lại sán lá (fluke);. Hoạt phổ: -Hoạt phổ chống ký sinh trùng của triclabendazol được đặc trưng bởi hoạt tính đặc hiệu chống lại sán lá chưa trưởng thành rất sớm, sán lá chưa trưởng thành và sán lá trưởng thành Fasciola hepatica và Fasciola gigantica ở cả gia súc và người. Triclabendazol có hiệu quả chống sán lá sớm từ 24 giờ sau khi nhiễm, cũng như vào các giai đoạn ủ bệnh (tuần 1- 4 sau khi bị nhiễm), giai đoạn cấp, bán cấp và mạn tính của bệnh. -Hoạt tính của TCBZ cũng được chứng minh trong nhiễm sán lá phổi do Paragonimus uterobilateralis ở chuột cống và do P. uterobilateralis, P. africanus, P. mexicanus và P. westermani ở người. Cơ chế","Ở người, các nghiên cứu về dược động học phần lớn dựa vào nồng độ của chất chuyển hóa sulphoxid trong huyết tương, vì sự biến đổi sinh học của triclabendazol thành chất chuyển hóa của nó trong tuần hoàn hệ thống xảy ra nhanh và gần như hoàn toàn; -Chỉ một lượng rất nhỏ hợp chất của thuốc không bị biến đổi có thể phát hiện ở người; -Việc xác định đồng thời triclabendazol và các chất chuyển hóa sulphoxid và sulphon được thực hiện bằng kỹ thuật sắc ký lỏng cao áp (High-performance liquid chromatography_HPLC). Hấp thu: -Khi cho bệnh nhân uống lúc đói 10 mg/ kg triclabendazol, sự hấp thu nhanh với thời gian đạt được nồng độ cao nhất trong huyết tương (Tmax) trung bình cho cả chất gốc và chất chuyển hóa sulphoxid là 2 giờ. Một số nghiên cứu về dược cho biết nếu dùng thuốc TCBZ sau bữa ăn có chất béo sẽ tăng hấp thu và hiệu lực thuốc TCBZ; -Nồng độ đỉnh trung bình trong huyết tương đối với triclabendazol là 0,34 µmol/ L và đối với chất chuyển hóa sulphoxid là 15,8 µmol/ L, với diện tích dưới đường cong nồng độ - thời gian (AUC) đối với triclabendazol là 1,55 µmol.giờ/ L và đối với chất chuyển hóa sulphoxid là 177 µmol.giờ/ L. Phân bố: -Thể tích phân bố biểu kiến tối đa của chất chuyển hóa sulphoxid ở những bệnh nhân đã ăn vào khoảng 1L/ kg (giả sử sự hấp thu thuốc hoàn toàn và chuyển hóa toàn bộ triclabendazol thành chất chuyển hóa sulphoxid). Chuyển hóa: -In vivo, triclabendazol được oxy hóa nhanh thành chất chuyển hóa sulphoxid, chất này sau đó được oxy hóa thành chất chuyển hóa sulphon. -Dạng sulphoxid chiếm đa số trong huyết tương, với chất gốc có diện tích dưới đường cong nồng độ - thời gian (AUC) khoảng 1% AUC của sulphoxid và chất chuyển hóa sulphon có AUC khoảng 10% AUC của sulphoxid. Sự biến đổi sinh học nhanh của triclabendazol ở người và các ghi nhận trước đây ở động vật chưa thấy bằng chứng về sự biến đổi sinh học trước khi vào tuần hoàn toàn thân kể cả sự chuyển hóa triclabendazol bước đầu tiên. Thải trừ: -Ở động vật, thuốc được bài tiết với lượng lớn qua đường mật ra phân (90%) cùng với chất chuyển hóa sulphoxid và kế đó là chất chuyển hóa sulphon. Dưới 10% liều dùng đường uống được bài tiết qua nước tiểu. -Thời gian bán thải chất chuyển hóa sulphoxid khỏi huyết tương khoảng 11 giờ. -Hiện tượng giảm nồng độ theo hàm log tuyến ở các pha cuối được ghi nhận tương tự nhau đối với 3 chất trong cả hai tình trạng lúc đói và sau khi ăn. Ảnh hưởng của thức ăn: -Ảnh hưởng của thức ăn lên dược động học của triclabendazol và các chất chuyển hóa của nó đã được nghiên cứu ở bệnh nhân sau khi dùng đường uống liều 10 mg/ kg. -Đã ghi nhận tăng khả dụng toàn thân, có lẽ do sự hấp thu qua đường tiêu hóa được cải thiện, sau khi dùng triclabendazol trong tình trạng đã ăn. -Thời gian đạt đươc nồng độ cao nhất trong huyết tương (Tmax), nồng độ cao nhất trong huyết tương (Cmax) và diện tích dưới đường cong nồng độ - thời gian (AUC) cao hơn gấp đôi đối với cả sulphoxid và chất gốc; -Dược động học của chất chuyển hóa ít hơn là sulphon bị ảnh hưởng bởi thức ăn theo cách tương tự. -Để cải thiện khả dụng toàn thân của triclabendazol và các chất chuyển hóa của nó, việc dùng TCBZ với thức ăn vì vậy đã được khuyến cáo",,"Bệnh sán lá (“nhiễm sán lá gan cừu”) gây ra do Fasciola hepatica hoặc Fasciola gigantica. - Bệnh sán Paragonimus (còn được gọi là “bệnh sán lá phổi”, “dịch khái huyết”, hoặc “bệnh sán lá phổi phương Đông”) gây ra bởi chủng Paragonimus westermani hoặc các chủng Paragonimus khác","Quá mẫn cảm với triclabendazol và/ hoặc các dẫn xuất benzimidazol khác, hoặc với bất kỳ thành phần nào của thuốc","Nhiễm sán lá phổi - điều trị tại bệnh viện vì có thể gây tổn thương thần kinh; nhiễm sán lá gan nặng - cơn đau bụng cấp tính do tắc ống dẫn mật bởi sán chết tại ống mật. -Tăng thoáng qua từ nhẹ đến trung bình nồng độ các men gan trong huyết thanh (ASAT, ALAT, phosphatase kiềm) và bilirubin toàn phần đã được ghi nhận ở một số bệnh nhân dùng triclabendazol và ở động vật. Vì vậy nên thận trọng khi dùng thuốc này cho những bệnh nhân đang rối loạn chức năng gan. -Chưa có dữ liệu đối với bệnh nhân bị suy thận và không khuyến cáo điều trị đối với nhóm bệnh nhân này. -Nên thận trọng khi dùng triclabendazol ở những bệnh nhân bị thiếu hụt men glucose-6-phosphat dehydrogenase do khả năng gây tan huyết. -Để xa tầm tay trẻ em. -Chưa có các nghiên cứu có nhóm chứng thích hợp ở phụ nữ có thai, chỉ nên dùng triclabendazol trong thai kỳ khi lợi ích mong đợi cao hơn nguy cơ có thể xảy ra. -Vì chưa có thông tin về nồng độ thuốc trong sữa người, nên tránh dùng thuốc trong khi cho con bú. Tuy nhiên nếu phải cho con bú liên tục, nên ngừng cho con bú trong khi điều trị và trong 72 giờ tiếp theo","và thời gian điều trị nên tương tự như đối với người lớn. Vì có thể có sự mất cân xứng đáng kể giữa kích thước của ký sinh trùng và đường mật ở trẻ em, việc điều trị đồng thời với thuốc chống co thắt nên xét đến một cách thường quy. Trẻ em dưới 6 tuổi: Chưa có kinh nghiệm điều trị triclabendazol cho nhóm tuổi này. Bệnh nhân cao tuổi: Chưa có thông tin về mối liên quan giữa tuổi và tác dụng của triclabendazol ở bệnh nhân cao tuổi. Bệnh nhân bị suy thận: Vì chưa có nghiên cứu nào được thực hiện ở bệnh nhân bị suy thận, không khuyến cáo dùng đối với nhóm bệnh nhân này. Bệnh nhân bị suy gan: Chưa có nghiên cứu nào được thực hiện ở bệnh nhân bị suy gan. Tuy nhiên, trong các nghiên cứu lâm sàng, một tỷ lệ cao bệnh nhân có các xét nghiệm về chức năng gan bất thường trước khi điều trị (aspartat aminotransferase (ASAT), alanin aminotransferase (ALAT), phosphatase kiềm và bilirubin toàn phần), mà những xét nghiệm này hoặc trở về bình thường hoặc vẫn không thay đổi sau khi điều trị. Bất thường mới xuất hiện sau điều trị phổ biến nhất là tăng phosphatase kiềm trong huyết thanh có thể biểu hiện một tình trạng ứ mật chức năng. Trong một số trường hợp, nồng độ bilirubin và/ hoặc trasaminase tăng kèm với phosphatase kiềm tăng. Các bất thường về xét nghiệm chức năng gan được ghi nhận lúc khởi trị gần như là do bệnh sán lá và những bất thường dạng ứ mật thường gặp sau điều trị có thể là do kết quả của sự tống xuất sán lá ra qua đường mật. Điều này còn được hỗ trợ dựa trên sự hiếm xảy ra những thay đổi tương tự ở những bệnh nhân được điều trị bệnh paragonimus. Dựa trên những dữ liệu này, triclabendazol nên dùng thận trọng ở những bệnh nhân bị suy gan không liên quan đến bệnh sán lá. Ở những bệnh nhân này, bác sĩ điều trị cần cân nhắc giữa lợi ích điều trị và nguy cơ tiềm tàng","Tương tác với các thuốc cùng nhóm (các benzimidazol khác): Thiabendazol có thể cạnh tranh với các thuốc khác (ví dụ theophyllin) về vị trí chuyển hóa ở gan và do đó làm tăng nồng độ của những thuốc này trong huyết thanh đến mức có khả năng gây độc. Khi thiabendazol và một dẫn xuất của xanthin được dùng đồng thời, có thể cần phải theo dõi nồng độ của chất dẫn xuất xanthin trong huyết thanh và/ hoặc giảm liều của chất này. Tương tác với các thuốc khác dùng để điều trị bệnh sán lá hoặc bệnh sán Paragonimus: Chưa có nghiên cứu về tương tác thuốc đặc hiệu với triclabendazol. Tuy nhiên các nghiên cứu ở động vật với triclabendazol kết hợp với các thuốc diệt giun sán khác như fenbendazol hoặc levamisol chưa thấy có bằng chứng về độc tính hợp lực","Nên lưu ý là một số phản ứng phụ liên quan với việc điều trị bằng triclabendazol có thể thứ phát do nhiễm ký sinh trùng đang được điều trị, do ký sinh trùng chết và/ hoặc với do việc tống xuất các ký sinh trùng chết ra khỏi hệ gan - mật trong bệnh sán lá hơn là do chính bản thân thuốc. Các tác dụng như thế có thể thường gặp hơn và/ hoặc trầm trọng ở những bệnh nhân bị nhiễm giun nặng. Toàn thân Rất thường gặp: Ra mồ hôi. Thường gặp: Yếu ớt, đau ngực, sốt. Hệ tiêu hóa Rất thường gặp: Đau bụng/ đau thượng vị. Thường gặp: Chán ăn, tiêu chảy, buồn nôn, nôn. Hệ gan/ mật Thường gặp: Vàng da, cơn đau quặn mật. Hệ thần kinh Thường gặp: Chóng mặt/ choáng váng, nhức đầu. Ít gặp: ngủ gà. Da Thường gặp: Nổi mày đay. Ít gặp: Ngứa. Hệ cơ xương Ít gặp: Đau lưng. Hô hấp Thường gặp: Khó thở, ho. Rối loạn thận/ chuyển hóa Ít gặp: Tăng nhẹ creatinin huyết thanh có hồi phục. Thông báo cho thầy thuốc các tác dụng không mong muốn gặp phải khi sử dụng thuốc",Chưa có thông tin đặc hiệu hoặc về những dấu hiệu và triệu chứng lâm sàng hoặc về điều trị quá liều với triclabendazol,,Viên nén 250 mg,https://thuocbietduoc.com.vn/thuoc-goc-2170/triclabendazole.aspx
Vardenafil,,Levitra; Vardelena,Vardenafil,"Cương dương vật là một quá trình huyết động học dựa trên sự giãn cơ trơn tại thể hang và những tiểu động mạch có liên quan. Khi có kích thích tình dục, từ những tận cùng thần kinh tại thể hang sẽ phóng thích nitric oxide (NO);, làm họat hóa enzyme guanylate cylase gây tăng nồng độ guanosine monophosphate vòng (cGMP) tại thể hang. Điều này kích hoạt sự giãn cơ trơn, cho phép tăng lưu lượng máu vào dương vật. Mức cGMP thực tế một mặt được điều hòa theo tỷ lệ tổng hợp qua guanylate cylase, mặt khác theo tỷ lệ thoái biến qua cGMP hydrolyzing phosphodiesterases (PDE). Tại thể hang của người loại PDE nổi bật nhất là cGMP specific phosphodiesterase type 5. Do tác dụng ức chế PDE5, enzyme chịu trách nhiệm gây thoái biến cGMP tại thể hang, vardenafil làm tăng mạnh tác dụng của NO nội sinh, đựơc phóng thích tại chỗ tại thể hang khi có kích thích tình dục. Sự ức chế PDE 5 của vardenafil làm tăng lượng cGMP tại thể hang, dẫn đến giãn cơ trơn và đưa dòng máu vào thể hang. Do đó, vardenafil làm tăng đáp ứng tự nhiên với kích thích tình dục. Các thử nghiệm trên chế phẩm enzyme tinh khiết cho thấy vardenafil là chất có khả năng và được lựa chọn để ức chế PDE5, trên người với mức IC50 là 0,7nM. Tác dụng ức chế của vardenafil trên PDE5 mạnh hơn so với các phosphodiesterases được biết đến khác > 15 lần so với PDE6, > 130 lần so với PDE1, > 300 lần so với PDE11, và > 1.000 lần so với PDE2, 3, 4, 7, 8, 9, và 10. Trên in vitro, vardenafil gây tăng lượng cGMP phân lập từ thể hang của người dẫn đến tình trạng giãn cơ. Trên thỏ còn tỉnh táo, vardenafil gây ra sự cương dương, phụ thuộc vào sự tổng hợp nitric oxide nội sinh và được tăng tiềm lực nhờ các chất sinh nitric oxide. Tác dụng trên sự cương dương Trong nghiên cứu sử dụng vardenafil có đối chứng với giả dược để đo mức độ cương cứng, vardenafil 20 mg gây ra mức cương dương đủ cho sự giao hợp ≥ 60% cương cứng với vardenafil ở một số người nam xảy ra sớm trong 15 phút. Đáp ứng tổng quát trên những đối tượng này với vardenafil là có ý nghĩa thống kê khi so sánh với nhóm dùng giả dược tại thời điểm sau khi dùng thuốc 25 phút","Vardenafil hấp thu nhanh chóng sau khi uống. Nồng độ tối đa Cmax đạt được 15 phút sau khi uống, 90% Cmax đạt được trong khoảng thời gian từ 30 đến 120 phút (trung bình 60 phút). Do thuốc có chuyển hóa bước đầu qua gan, sinh khả dụng tuyệt đối trung bình đạt khoảng 15%. Sau khi uống thuốc, AUC (diện tích đường cong dưới nồng độ) và Cmax tăng tương ứng với liều dùng trong khoảng liều khuyến cáo (5-20 mg). Khi uống Vardenafil với bữa ăn nhiều chất béo (chứa 57% chất béo), tốc độ hấp thu sẽ giảm và thời gian Tmax trung bình để đạt nồng độ tối đa trong huyết thanh tăng khoảng 60 phút và giảm Cmax 20%. AUC của Vardenafil không bị ảnh hưởng. Sau một bữa ăn bình thường (chứa 30% mỡ), những thông số dược động học của Vardenafil (Cmax, Tmax và AUC) không bị ảnh hưởng. Với những kết quả này, có thể uống Vardenafil có hoặc không có thức ăn. Phân bố Thể tích phân bố ở giai đoạn ổn định là 208 L cho thấy sự phân bố vào các mô của vardenafil. Vardenafil và chất chuyển hóa chính (M1) có tỷ lệ gắn kết với protein huyết tương cao (khoảng 95% đối với vardenafil và M1). Sự gắn kết này là có hồi phục và không phụ thuộc vào tổng nồng độ của thuốc. Nghiên cứu trên người tình nguyện khỏe mạnh cho thấy sau 90 phút uống thuốc, không quá 0,00012% liều dùng của thuốc có xuất hiện trong tinh dịch. Chuyển hóa Vardenafil chuyển hóa chủ yếu qua hệ thống enzyme CYP3A4, với sự tham gia của CYP3A5 và CYP2C9 dạng đồng phân. Thời gian bán thải của chất chuyển hóa M1, là chất chuyển hóa chính ở người, là khoảng 3-5 giờ, tương tự như thuốc chưa chuyển hóa.Trên người, chất chuyển hóa chính trong tuần hoàn (M1) được tạo ra qua quá trình desethylation tại vòng piperazine của vardenafil sẽ tiếp tục được chuyển hóa.Trong hệ thống tuần hoàn, M1 ở dưới dạng kết hợp với glucuronide (glucuronic acid).Nồng độ trong huyết tương của chất M1 dạng không kết hợp với glucuronide chiếm khoảng 26% tổng số hợp chất ban đầu. Chất chuyển hoá M1 có đặc tính chọn lọc phosphodiesterase tương tự như vardenafil và khả năng ức chế PDE5 in vitro là khoảng 28% so với vardenafil, đóng góp khoảng 7% hiệu quả điều trị. Thải trừ Tổng tỷ lệ thanh thải của vardenafil là 56 L/giờ với thời bán thải khoảng 4-5 giờ.Thải trừ chủ yếu qua phân (khoảng 91-95% liều uống) và một phần nhỏ qua nước tiểu (khoảng 2-6%). Dược động học trên một số đối tượng đặc biệt Người già (trên 65 tuổi): AUC và Cmax của vardenafil ở người già, ≥ 65 tuổi, dùng viên nén Levitra 10mg tan trong miệng tăng lên lần lượt là từ 31 đến 39% và 16 đến 21% khi so với các bệnh nhân ≤ 45 tuổi. Không thấy có tích lũy vardenafil trong huyết tương của các bệnh nhân ≤ 45 tuổi hoặc ≥ 65 tuổi sau khi dùng ngày một lần viên Levitra ODT 10mg trên 10 ngày.Không thấy có sự khác biệt về độ an toàn và hiệu quả điều trị giữa người già và người trẻ trong các nghiên cứu lâm sàng có kiểm chứng với giả dược. Bệnh nhân suy gan: Bệnh nhân suy gan mức độ nhẹ đến vừa (Child-Pugh A và B), độ thanh thải vardenafil giảm xuống tỉ lệ với mức độ suy gan.Bệnh nhân suy gan nhẹ (Child-Pugh A), AUC và Cmax của vardenafil tăng 1.2 lần (AUC tăng 17%, Cmaxtăng 22%) so với người khỏe mạnh.Bệnh nhân suy gan vừa (Child-Pugh B), AUC của vardenafil tăng 2,6 lần (160%), Cmax tăng 2,3 lần (130%) so với người khỏe mạnh. Dược động học trên nhóm bệnh nhân suy gan nặng (Child-Pugh C) chưa được nghiên cứu. Bệnh nhân suy thận: Dược động học vardenafil ở những bệnh nhân suy thận nhẹ (độ thanh thải creatinin > 50-80mL/phút) và vừa (độ thanh thải creatinin > 30-50mL/phút) tương tự so với những bệnh nhân có chức năng thận bình thường. Những bệnh nhân tình nguyện có suy thận nặng (độ thanh thải creatinin < 30mL/phút) AUC trung bình tăng lên khoảng 21%, nồng độ Cmax trung bình giảm 23% so với người tình nguyện không có tổn thương thận. Không có sự khác biệt có ý nghĩa thống kê về độ thanh thải creatinine và AUC, Cmaxcủa vardenafil trong huyết tương.Dược động học của vardenafil không được nghiên cứu trên nhóm bệnh nhân cần thẩm tách máu. An toàn tiền lâm sàng Không có nguy cơ nào đặc biệt trên người dựa trên các nghiên cứu quy ước về an toàn dược lý, liều gây độc nhắc lại, nhiễm độc gen, khả năng gây ung thư và độc tính sinh sản.Chỉ định/Công dụng…Điều trị rối loạn chức năng cương ở nam giới trưởng thành (không có khả năng đạt hoặc duy trì sự cương dương vật đủ để thỏa mãn trong giao hợp)",,"Điều trị rối loạn cương dương, yếu sinh lý và xuất tinh sớm ở nam giới",Chống chỉ định ở những bệnh nhân quá mẫn với bất cứ thành phần nào của thuốc (hoạt chất chính hay tá dược),"Bệnh nhân hẹp van động mạch chủ hay hẹp phì đại dưới van động mạch chủ. Bệnh tim mạch, hội chứng QT kéo dài, đang dùng thuốc chống loạn nhịp nhóm IA, III. Bất thường giải phẫu dương vật, tình trạng có thể gây cương đau dương vật. Suy gan nặng, bệnh thận giai đoạn cuối cần lọc máu, loét dạ dày tiến triển","Dựa trên hiệu quả và tính dung nạp, liều lượng có thể tăng đến 20 mg hay giảm đến 5 mg. Liều tối đa khuyến cáo là 20 mg x 1 lần/ngày. Levitra ODT 10mg: Liều tối đa hàng ngày khuyến cáo là 1 viên. Đường dùng Dùng thuốc theo đường uống. Liều khuyến cáo là 10 mg (hoặc 20 mg) uống trước khi quan hệ tình dục 25-60 phút. Tối đa 1 lần. Cần có kích thích tình dục để có đáp ứng điều trị tự nhiên. Viên nén tan trong miệng (ODT) 10mg không tương đương sinh học với viên nén bao phim (FCT) 10mg . Nên đặt viên ODT 10mg trên lưỡi cho đến khi hòa tan. Không dùng với nước để uống thuốc. Nên sử dụng ngay sau khi lấy ra khỏi vỉ. Người già (trên 65 tuổi) Nên sử dụng liều khởi đầu 5 mg, có thể tăng liều lên 10 mg, 20 mg khi cần thiết theo chỉ định của bác sĩ. Trẻ em Không chỉ định sử dụng ở trẻ em và thanh thiếu niên dưới 18 tuổi","Thuốc chẹn alpha, ketoconazole, itraconazole, erythromycin: không dùng chung quá 5 mg vardenafil","+ Hoa mắt chóng mặt đau đầu + Đỏ phừng phừng mặt, tăng nhịp tim và huyết áp tăng nhẹ rất thận trọng khi sử dụng. Không nên sử dụng cho những người có tiền sử cao huyết áp, người có bệnh lý tim mạch + Đối với những người không phù hợp thuốc còn gây những phản ứng dị ứng đáng kể nhưng nổi mẩn, nặng hơn thì suy hô hấp do dị ứng…. + Táo bón nhẹ với một số ít người",,,"Viên nén bao phim; Viên nén phân tán trong miệng; Hàm lượng: 5 mg, 10 mg, 20 mg",https://thuocbietduoc.com.vn/thuoc-goc-1170/vardenafil.aspx
